"Date","Open","High","Low","Close","Adjusted_Close","Volume"
2023-03-13,140.240005493164,145.789993286133,140.240005493164,142.639999389648,133.470245361328,211300
2023-03-14,144,145.820007324219,143.309997558594,144.759994506836,135.453948974609,175600
2023-03-15,143.960006713867,147.160003662109,143.619995117188,146.449996948242,137.035308837891,416100
2023-03-16,145.929992675781,148.139999389648,145.649993896484,147.449996948242,137.97102355957,129900
2023-03-17,147.169998168945,147.169998168945,144.970001220703,146,136.614242553711,130600
2023-03-20,146.270004272461,147.649993896484,146.270004272461,147.240005493164,137.774520874023,212600
2023-03-21,147.490005493164,147.589996337891,142.600006103516,144.300003051758,135.023513793945,153200
2023-03-22,144.080001831055,144.809997558594,141.410003662109,141.419998168945,132.328643798828,223000
2023-03-23,141.570007324219,142.649993896484,139.259994506836,139.889999389648,130.897033691406,170800
2023-03-24,138.639999389648,143.139999389648,138.639999389648,143.139999389648,135.042449951172,143200
2023-03-27,143.610000610352,144.449996948242,143.029998779297,143.270004272461,135.165115356445,109900
2023-03-28,143.110000610352,145.119995117188,143.110000610352,143.75,135.617935180664,248900
2023-03-29,144.470001220703,145.929992675781,144.460006713867,145.770004272461,137.523666381836,182000
2023-03-30,146.100006103516,147.059997558594,145.559997558594,146.360000610352,138.080307006836,202600
2023-03-31,146.589996337891,147.539993286133,146.039993286133,147.520004272461,139.174697875977,155100
2023-04-03,147.009994506836,147.410003662109,145.740005493164,146.389999389648,138.108596801758,166100
2023-04-04,146.380004882812,147.240005493164,145.979995727539,147.059997558594,138.740692138672,141900
2023-04-05,147.520004272461,151.110000610352,147.520004272461,150.860000610352,142.325714111328,168600
2023-04-06,151.539993286133,152.059997558594,150.440002441406,151.899993896484,143.306900024414,124300
2023-04-10,151.059997558594,151.669998168945,149.630004882812,151.619995117188,143.042709350586,198900
2023-04-11,151.490005493164,152.190002441406,151.100006103516,151.759994506836,143.1748046875,113600
2023-04-12,152.139999389648,152.729995727539,151.119995117188,151.509994506836,142.938949584961,132500
2023-04-13,150.949996948242,151.970001220703,148.75,151.529998779297,142.957824707031,184100
2023-04-14,150.619995117188,150.800003051758,149.100006103516,149.729995727539,141.259658813477,224600
