"Date","Open","High","Low","Close","Adjusted_Close","Volume"
2023-03-13,111.790000915527,114.360000610352,109.809997558594,112.099998474121,105.005523681641,744800
2023-03-14,112.330001831055,115.75,111.099998474121,113.019996643066,105.867309570312,594300
2023-03-15,109.120002746582,109.400001525879,105.23999786377,106.980003356934,100.209564208984,1082100
2023-03-16,104.690002441406,108.370002746582,104.169998168945,108.099998474121,101.258674621582,1625600
2023-03-17,107.410003662109,108.279998779297,105.360000610352,106.220001220703,99.4976577758789,1208000
2023-03-20,106.279998779297,109.230003356934,106.279998779297,108.519996643066,101.652099609375,833600
2023-03-21,110.76000213623,112.620002746582,110.540000915527,112.230003356934,105.127311706543,615900
2023-03-22,112.440002441406,112.769996643066,109.73999786377,109.790000915527,102.841728210449,583800
2023-03-23,110.370002746582,111.400001525879,107.190002441406,108.23999786377,101.38981628418,409500
2023-03-24,105.040000915527,107.940002441406,104.709999084473,107.550003051758,101.692390441895,603900
2023-03-27,108.830001831055,110.589996337891,107.900001525879,109.970001220703,103.980590820312,413800
2023-03-28,109.599998474121,112.230003356934,109.599998474121,111.650001525879,105.56908416748,358700
2023-03-29,113.059997558594,113.389999389648,112.180000305176,113.26000213623,107.09139251709,1232100
2023-03-30,114.110000610352,114.279998779297,112.919998168945,113.559997558594,107.375068664551,666500
2023-03-31,113.849998474121,114.550003051758,113.540000915527,114.230003356934,108.008567810059,478800
2023-04-03,119.330001831055,120.349998474121,118.599998474121,119.680000305176,113.161743164062,645100
2023-04-04,119.919998168945,119.98999786377,116.25,117.339996337891,110.949188232422,764900
2023-04-05,117.639999389648,118.959999084473,116.589996337891,118.940002441406,112.462043762207,479100
2023-04-06,118.779998779297,118.779998779297,116.949996948242,117.180000305176,110.797912597656,340500
2023-04-10,117.279998779297,119.370002746582,117.279998779297,118.069999694824,111.639427185059,322300
2023-04-11,118.419998168945,119.870002746582,118,119.139999389648,112.651153564453,622800
2023-04-12,120,120.230003356934,118.879997253418,119.150001525879,112.660606384277,792000
2023-04-13,119.110000610352,120.26000213623,118.800003051758,119.889999389648,113.360298156738,522900
2023-04-14,120.019996643066,120.790000915527,119.349998474121,119.98999786377,113.454856872559,590800
2023-04-17,119.76000213623,120.089996337891,118.180000305176,118.589996337891,112.13109588623,330400
2023-04-18,118.279998779297,119.199996948242,117.650001525879,118.900001525879,112.424224853516,295500
2023-04-19,117.709999084473,118.599998474121,117.120002746582,118.459999084473,112.008186340332,400800
2023-04-20,117,117.339996337891,116.069999694824,117.319999694824,110.930274963379,406200
2023-04-21,117.830001831055,117.830001831055,116.120002746582,116.620002746582,110.268409729004,246900
2023-04-24,116.230003356934,119.019996643066,116.230003356934,118.480003356934,112.02710723877,348500
2023-04-25,117.400001525879,117.51000213623,115.449996948242,115.980003356934,109.663269042969,351300
2023-04-26,115.51000213623,116.360000610352,113.849998474121,114.459999084473,108.226043701172,371900
2023-04-27,114.5,115.360000610352,113.540000915527,115.069999694824,108.802825927734,276800
2023-04-28,114.720001220703,117.639999389648,114.410003662109,116.940002441406,110.57096862793,384500
2023-05-01,115.470001220703,116.879997253418,115.01000213623,115.629997253418,109.332313537598,274400
2023-05-02,114.379997253418,114.389999389648,109.580001831055,110.669998168945,104.642448425293,610800
2023-05-03,109.25,110.209999084473,108.480003356934,108.51000213623,102.600105285645,532500
2023-05-04,108.440002441406,109.620002746582,107.029998779297,107.419998168945,101.569465637207,880700
2023-05-05,110.019996643066,111.279998779297,109.940002441406,110.440002441406,104.424987792969,396000
2023-05-08,111.970001220703,112.620002746582,110.480003356934,110.51000213623,104.491180419922,384900
2023-05-09,109.76000213623,111.580001831055,109.519996643066,110.559997558594,104.538452148438,348500
2023-05-10,111.080001831055,111.23999786377,108.580001831055,109.48999786377,103.526733398438,530600
2023-05-11,108.019996643066,108.629997253418,107.309997558594,108.040000915527,102.155700683594,680700
2023-05-12,108.599998474121,109.220001220703,107.48999786377,108.290000915527,102.39208984375,806000
2023-05-15,108.720001220703,109.690002441406,108.129997253418,109.040000915527,103.10124206543,467400
2023-05-16,108.690002441406,108.919998168945,106.220001220703,106.25,100.463188171387,395000
2023-05-17,107.300003051758,108.959999084473,106.680000305176,108.370002746582,102.467742919922,476000
2023-05-18,107.889999389648,109.419998168945,107.029998779297,109.220001220703,103.271446228027,420300
2023-05-19,110.269996643066,110.919998168945,109.51000213623,109.980003356934,103.990051269531,427200
2023-05-22,109.620002746582,111.029998779297,109.620002746582,109.949996948242,103.961669921875,306200
2023-05-23,110.589996337891,112.330001831055,110.589996337891,111.01000213623,104.963958740234,548600
2023-05-24,111.650001525879,112.330001831055,110.569999694824,111.449996948242,105.379974365234,381300
2023-05-25,109.980003356934,109.980003356934,108.360000610352,109.339996337891,103.384895324707,382700
2023-05-26,109.910003662109,110.26000213623,108.339996337891,108.879997253418,102.949951171875,369300
2023-05-30,107.339996337891,107.879997253418,106.669998168945,107.800003051758,101.928779602051,482300
2023-05-31,106.180000305176,106.730003356934,105.569999694824,105.870002746582,100.103889465332,455400
2023-06-01,106.050003051758,108.470001220703,105.51000213623,107.349998474121,101.503280639648,598500
2023-06-02,109.139999389648,111.25,108.73999786377,110.699996948242,104.670829772949,611200
2023-06-05,112.389999389648,112.389999389648,109.73999786377,109.910003662109,103.923858642578,354900
2023-06-06,108.569999694824,110.940002441406,108.339996337891,110.779998779297,104.746475219727,445600
2023-06-07,111.319999694824,114.029998779297,111.319999694824,113.919998168945,107.715461730957,441400
2023-06-08,114.019996643066,114.330001831055,111.580001831055,113.470001220703,107.289970397949,487400
2023-06-09,113.339996337891,113.940002441406,112.48999786377,112.75,106.609176635742,370000
2023-06-12,111.089996337891,112.669998168945,110.75,111.470001220703,105.398887634277,442700
2023-06-13,112.610000610352,114.290000915527,112.029998779297,112.089996337891,105.98511505127,449900
2023-06-14,113.099998474121,113.629997253418,110.190002441406,110.980003356934,104.935577392578,515900
2023-06-15,111.199996948242,113.160003662109,111.199996948242,112.309997558594,106.193153381348,419000
2023-06-16,112.819999694824,113.050003051758,111.849998474121,112.23999786377,106.126945495605,427700
2023-06-20,111.449996948242,111.459999084473,108.980003356934,109.809997558594,103.829299926758,678700
2023-06-21,109.430000305176,111.690002441406,109.360000610352,110.830001831055,104.793754577637,363900
2023-06-22,109.629997253418,109.819999694824,108.849998474121,109.370002746582,103.413269042969,410400
2023-06-23,108.040000915527,108.699996948242,107.629997253418,108.410003662109,102.505561828613,482200
2023-06-26,108.300003051758,110.940002441406,108.300003051758,110.199996948242,104.198059082031,416400
2023-06-27,110.059997558594,111.040000915527,109.470001220703,110.610000610352,104.585723876953,386000
2023-06-28,110.559997558594,111.790000915527,109.48999786377,111.639999389648,105.559623718262,408400
2023-06-29,111.089996337891,112.129997253418,110.699996948242,112.129997253418,106.962844848633,341000
2023-06-30,112.830001831055,113.480003356934,112.050003051758,112.889999389648,107.687828063965,407100
2023-07-03,113.099998474121,114.01000213623,112.830001831055,113.25,108.031242370605,242500
2023-07-05,113.970001220703,113.970001220703,112.059997558594,112.680000305176,107.487503051758,997900
2023-07-06,111.459999084473,112.150001525879,109.139999389648,110.080001831055,105.007316589355,513500
2023-07-07,109.559997558594,113.550003051758,109.48999786377,112.599998474121,107.411186218262,374900
2023-07-10,112.309997558594,113.569999694824,112.230003356934,113.400001525879,108.174324035645,289900
2023-07-11,113.940002441406,116.120002746582,113.839996337891,115.970001220703,110.62589263916,826000
2023-07-12,116.930000305176,117.629997253418,116.26000213623,116.900001525879,111.513023376465,536100
2023-07-13,116.870002746582,117.730003356934,115.559997558594,116.440002441406,111.074234008789,473000
2023-07-14,115.900001525879,115.900001525879,113.160003662109,113.389999389648,108.164779663086,1897800
2023-07-17,113.01000213623,113.830001831055,112.680000305176,113.389999389648,108.164779663086,1770800
2023-07-18,113.230003356934,115.860000610352,113.059997558594,114.839996337891,109.547958374023,689400
2023-07-19,114.860000610352,116.169998168945,114.629997253418,115.349998474121,110.034461975098,1335300
2023-07-20,116.330001831055,116.889999389648,115.690002441406,116.639999389648,111.265014648438,5e+05
2023-07-21,117.059997558594,117.610000610352,116.519996643066,117.569999694824,112.152160644531,396700
2023-07-24,118.099998474121,120.309997558594,118.099998474121,119.459999084473,113.955062866211,517100
2023-07-25,119.150001525879,120.76000213623,118.709999084473,120.169998168945,114.632339477539,483900
2023-07-26,119.050003051758,120.599998474121,118.930000305176,120.150001525879,114.613273620605,686200
2023-07-27,120.819999694824,121.269996643066,118.98999786377,119.290000915527,113.792900085449,1179400
2023-07-28,119.410003662109,119.980003356934,118.180000305176,119.870002746582,114.346183776855,282500
2023-07-31,120.98999786377,122.5,120.769996643066,122.25,116.616493225098,398000
2023-08-01,121.580001831055,121.910003662109,120.330001831055,121.660003662109,116.053695678711,410300
2023-08-02,120.830001831055,121.330001831055,119,120.099998474121,114.565582275391,347900
2023-08-03,120.319999694824,122.51000213623,119.75,121.430000305176,115.834289550781,419200
2023-08-04,122.160003662109,123.470001220703,121.550003051758,121.589996337891,115.986915588379,327800
2023-08-07,122.120002746582,122.559997558594,121.430000305176,121.809997558594,116.196762084961,270800
2023-08-08,120.230003356934,122.540000915527,118.980003356934,122.51000213623,116.864524841309,352600
2023-08-09,123.559997558594,125.290000915527,123,124.069999694824,118.35262298584,517500
2023-08-10,124.220001220703,125.440002441406,123.050003051758,123.910003662109,118.200012207031,426100
2023-08-11,123.870002746582,125.879997253418,123.790000915527,125.680000305176,119.88843536377,513600
2023-08-14,125.319999694824,125.610000610352,124.209999084473,125.089996337891,119.325614929199,540200
2023-08-15,124.110000610352,124.290000915527,122.339996337891,122.5,116.85498046875,436800
2023-08-16,122.599998474121,124.019996643066,121.51000213623,121.529998779297,115.929679870605,383200
2023-08-17,123.110000610352,124.620002746582,123,123.01000213623,117.341484069824,417800
2023-08-18,122.220001220703,124.319999694824,121.98999786377,124.279998779297,118.552940368652,376400
2023-08-21,124.790000915527,125.330001831055,122.76000213623,123.540000915527,117.847053527832,571000
2023-08-22,123.849998474121,124.190002441406,122.610000610352,122.650001525879,116.998069763184,313900
2023-08-23,121.5,122.470001220703,120.430000305176,122.26000213623,116.626045227051,267300
2023-08-24,121.25,122.699996948242,121.139999389648,121.330001831055,115.738891601562,325900
2023-08-25,122.120002746582,123.129997253418,121.059997558594,122.569999694824,116.921760559082,336500
2023-08-28,122.919998168945,124.290000915527,122.730003356934,123.449996948242,117.761199951172,276000
2023-08-29,123.730003356934,124,122.529998779297,123.830001831055,118.123687744141,396000
2023-08-30,124.169998168945,124.809997558594,123.980003356934,124.480003356934,118.743743896484,285900
2023-08-31,125.029998779297,125.029998779297,123.839996337891,124.629997253418,118.886810302734,313000
2023-09-01,126,127.440002441406,126,127.209999084473,121.347938537598,533100
2023-09-05,128,129.080001831055,127.680000305176,127.73999786377,121.853515625,388200
2023-09-06,127.629997253418,128.460006713867,126.809997558594,127.720001220703,121.834434509277,413400
2023-09-07,127.800003051758,128.600006103516,127.26000213623,127.529998779297,121.653190612793,320200
2023-09-08,128.149993896484,129.619995117188,128.089996337891,128.850006103516,122.91236114502,416900
2023-09-11,129.460006713867,130.009994506836,126.569999694824,127.110000610352,121.252540588379,1879700
2023-09-12,128.270004272461,130.259994506836,128.240005493164,130.050003051758,124.057067871094,464500
2023-09-13,130.270004272461,130.509994506836,128.360000610352,129,123.055450439453,403800
2023-09-14,130.300003051758,131.070007324219,130.080001831055,130.520004272461,124.505409240723,544500
2023-09-15,129.75,130.649993896484,128.759994506836,128.889999389648,122.950500488281,464700
2023-09-18,129.940002441406,130.380004882812,128.860000610352,129.630004882812,123.656425476074,506600
2023-09-19,130.740005493164,130.779998779297,127.730003356934,128.449996948242,122.530784606934,361300
2023-09-20,127.790000915527,129.289993286133,127.180000305176,127.290000915527,121.424240112305,792200
2023-09-21,127.900001525879,128.289993286133,125.319999694824,125.449996948242,119.66902923584,684900
2023-09-22,126.349998474121,127.349998474121,125.680000305176,125.720001220703,119.926597595215,378900
2023-09-25,125.730003356934,127.639999389648,125.629997253418,127.480003356934,121.605499267578,1125500
2023-09-26,126.650001525879,127.48999786377,126.199996948242,126.779998779297,120.937744140625,509800
2023-09-27,128.350006103516,130.5,127.860000610352,130.029998779297,124.037971496582,1021400
2023-09-28,128.839996337891,130.070007324219,128.389999389648,129.300003051758,124.168586730957,398400
2023-09-29,129.289993286133,129.289993286133,126.330001831055,126.73999786377,121.710166931152,522500
2023-10-02,126.639999389648,126.860000610352,123.190002441406,124.150001525879,119.222961425781,563300
2023-10-03,123.730003356934,124.23999786377,122.779998779297,124.019996643066,119.098121643066,515500
2023-10-04,122.220001220703,122.319999694824,118.849998474121,119.819999694824,115.064804077148,996500
2023-10-05,118.400001525879,120.370002746582,118.379997253418,119.360000610352,114.623062133789,481500
2023-10-06,119.180000305176,121.180000305176,117.970001220703,120.069999694824,115.304878234863,551700
2023-10-09,123.550003051758,124.73999786377,122.620002746582,124.349998474121,119.415031433105,513300
2023-10-10,124.610000610352,125.23999786377,123.769996643066,124.360000610352,119.42463684082,336300
2023-10-11,122.629997253418,123.089996337891,121.400001525879,122.970001220703,118.089797973633,397800
2023-10-12,124.290000915527,124.290000915527,122.430000305176,123.040000915527,118.157020568848,295200
2023-10-13,125.01000213623,126.370002746582,124.410003662109,125.779998779297,120.788276672363,312400
2023-10-16,126.410003662109,126.769996643066,125.220001220703,126.410003662109,121.393272399902,450100
2023-10-17,126.069999694824,128.169998168945,126.069999694824,127.769996643066,122.699295043945,1075400
2023-10-18,128.220001220703,129.399993896484,128.070007324219,128.779998779297,123.669219970703,1196200
2023-10-19,128.300003051758,129.639999389648,127.169998168945,128.679992675781,123.573181152344,665700
2023-10-20,128.490005493164,128.789993286133,126.050003051758,126.440002441406,121.422088623047,988600
2023-10-23,125.470001220703,125.720001220703,123.870002746582,124.400001525879,119.463043212891,476600
2023-10-24,124.819999694824,124.819999694824,122.839996337891,122.870002746582,117.993759155273,449800
2023-10-25,122.830001831055,123.459999084473,121.949996948242,122.559997558594,117.696060180664,483500
2023-10-26,121.48999786377,122.180000305176,120.349998474121,121.660003662109,116.83179473877,441600
2023-10-27,121.650001525879,122.069999694824,118.730003356934,119.150001525879,114.421401977539,2760100
2023-10-30,119.480003356934,120.389999389648,118.330001831055,119.48999786377,114.747901916504,566000
2023-10-31,119.650001525879,120.160003662109,118.410003662109,119.940002441406,115.180046081543,583800
2023-11-01,120.629997253418,121.330001831055,119.5,119.680000305176,114.930366516113,445600
2023-11-02,119.970001220703,123.459999084473,119.339996337891,123.300003051758,118.406700134277,547700
2023-11-03,123.209999084473,123.550003051758,121.419998168945,122.190002441406,117.340759277344,357400
2023-11-06,122.769996643066,122.809997558594,120.080001831055,120.480003356934,115.698616027832,919700
2023-11-07,118.690002441406,118.940002441406,117.169998168945,117.559997558594,112.894493103027,586200
2023-11-08,117.050003051758,117.870002746582,116.099998474121,116.139999389648,111.530853271484,620400
2023-11-09,116.800003051758,117.319999694824,115.800003051758,115.879997253418,111.281173706055,674900
2023-11-10,117.01000213623,117.370002746582,115.980003356934,117.029998779297,112.385528564453,453900
2023-11-13,117.25,118.160003662109,116.879997253418,117.910003662109,113.230606079102,486500
2023-11-14,118.5,119.389999389648,118.169998168945,119.080001831055,114.35417175293,552100
2023-11-15,118.819999694824,120.330001831055,118.610000610352,118.730003356934,114.01806640625,477200
2023-11-16,117.580001831055,117.980003356934,115.110000610352,116.379997253418,111.761322021484,725100
