"Date","Open","High","Low","Close","Adjusted_Close","Volume"
2023-03-13,76.870002746582,78.120002746582,74.879997253418,76.2900009155273,73.1114501953125,3028400
2023-03-14,79.4199981689453,79.629997253418,77.2300033569336,78.0899963378906,74.8364486694336,735400
2023-03-15,75.7300033569336,76.2699966430664,74.9599990844727,76.0699996948242,72.9006042480469,1256400
2023-03-16,75.6399993896484,78.4700012207031,74.7900009155273,77.5899963378906,74.3572692871094,899600
2023-03-17,76.9199981689453,76.9199981689453,74.8499984741211,74.9899978637695,71.8656158447266,892500
2023-03-20,75.870002746582,76.7699966430664,75.5599975585938,75.9499969482422,72.7856063842773,872900
2023-03-21,77.879997253418,78.4499969482422,77.870002746582,78.2600021362305,74.9993667602539,998500
2023-03-22,78.2600021362305,78.3000030517578,76,76,72.8335266113281,515500
2023-03-23,76.4700012207031,76.8199996948242,74.7099990844727,75.2099990844727,72.0764312744141,678000
2023-03-24,73.7799987792969,74.9499969482422,73.25,74.9499969482422,72.2451248168945,1007700
2023-03-27,76.3300018310547,76.5699996948242,75.5999984741211,76.129997253418,73.3825378417969,628400
2023-03-28,76.0199966430664,76.4400024414062,75.620002746582,76.1699981689453,73.4210891723633,358000
2023-03-29,77,77.2900009155273,76.620002746582,77.2900009155273,74.5006713867188,652600
2023-03-30,77.879997253418,77.9300003051758,76.5699996948242,77.0100021362305,74.2307891845703,466500
2023-03-31,77.4300003051758,77.9300003051758,77.0699996948242,77.8899993896484,75.0790176391602,360200
2023-04-03,77.8499984741211,78.3199996948242,77.4000015258789,77.75,74.9440765380859,411800
2023-04-04,77.9100036621094,78.0999984741211,76.2300033569336,76.8000030517578,74.0283660888672,481800
2023-04-05,76.2600021362305,76.8899993896484,76.1699981689453,76.7099990844727,73.9415969848633,431600
2023-04-06,76.629997253418,77.2900009155273,76.629997253418,77.0500030517578,74.2693328857422,375000
2023-04-10,76.8199996948242,77.3899993896484,76.6699981689453,77.3600006103516,74.5681533813477,346700
2023-04-11,77.5800018310547,78.4199981689453,77.4700012207031,78.0400009155273,75.2236099243164,2832100
2023-04-12,78.4100036621094,78.75,77.5899963378906,77.8600006103516,75.0500946044922,386900
2023-04-13,77.9100036621094,78.4700012207031,77.2900009155273,78.3199996948242,75.4934997558594,1828100
2023-04-14,79.2399978637695,79.7699966430664,78.5899963378906,78.9800033569336,76.1296920776367,449900
2023-04-17,78.879997253418,80.120002746582,78.3899993896484,80.120002746582,77.2285461425781,380900
2023-04-18,80.3300018310547,80.4899978637695,79.6999969482422,80.3499984741211,77.4502410888672,331600
2023-04-19,80.129997253418,81.129997253418,80.129997253418,80.9300003051758,78.0093078613281,313600
2023-04-20,80.25,80.7600021362305,80.1600036621094,80.4199981689453,77.5177230834961,955100
2023-04-21,80.1600036621094,80.1600036621094,79.4400024414062,79.9400024414062,77.0550384521484,374600
2023-04-24,79.8600006103516,80.1500015258789,79.5599975585938,79.75,76.8718948364258,255100
2023-04-25,79.1699981689453,79.2099990844727,78.0899963378906,78.1399993896484,75.3200073242188,291000
2023-04-26,77.8499984741211,78.3099975585938,77.0299987792969,77.3499984741211,74.5585098266602,482300
2023-04-27,77.6999969482422,78.8399963378906,77.6999969482422,78.6600036621094,75.8212432861328,503600
2023-04-28,78.2600021362305,79.620002746582,78.1399993896484,79.5800018310547,76.7080383300781,455000
2023-05-01,79.8199996948242,80.2900009155273,79.1800003051758,79.2799987792969,76.4188537597656,313900
2023-05-02,78.9499969482422,78.9499969482422,76.4100036621094,77.1800003051758,74.3946533203125,703800
2023-05-03,77.2699966430664,77.8000030517578,76.1100006103516,76.1699981689453,73.4210891723633,1175900
2023-05-04,75.3000030517578,75.6600036621094,73.870002746582,74.6500015258789,71.9559478759766,1020200
2023-05-05,76.0699996948242,76.8399963378906,76.0699996948242,76.6999969482422,73.9319610595703,339500
2023-05-08,77.2200012207031,77.4599990844727,76.6399993896484,76.6800003051758,73.9126892089844,261600
2023-05-09,76.2200012207031,76.8899993896484,76.120002746582,76.5199966430664,73.7584533691406,241800
2023-05-10,77.2200012207031,77.3099975585938,75.6100006103516,76.2799987792969,73.5271148681641,301300
2023-05-11,75.629997253418,76.0599975585938,75.370002746582,75.9599990844727,73.2186660766602,605700
2023-05-12,76.3899993896484,76.4400024414062,75.2300033569336,75.7300033569336,72.9969863891602,362200
2023-05-15,75.9899978637695,76.7300033569336,75.7300033569336,76.4899978637695,73.7295455932617,370800
2023-05-16,76.3600006103516,76.6100006103516,75.6600036621094,75.6900024414062,72.9584121704102,438500
2023-05-17,76.3499984741211,77.8499984741211,76.3499984741211,77.620002746582,74.8187789916992,285300
2023-05-18,77.4599990844727,78.25,77.0699996948242,78.120002746582,75.3007202148438,473700
2023-05-19,78.4300003051758,78.6500015258789,77.4000015258789,77.7600021362305,74.9537200927734,269900
2023-05-22,78.0299987792969,78.4800033569336,77.4700012207031,78.2200012207031,75.3971176147461,507500
2023-05-23,78.0199966430664,78.75,77.6500015258789,77.6500015258789,74.8477020263672,254100
2023-05-24,77.129997253418,77.2099990844727,76.4599990844727,76.5899963378906,73.8259353637695,436000
2023-05-25,76.5599975585938,76.870002746582,76.0999984741211,76.629997253418,73.8644943237305,333100
2023-05-26,76.7699966430664,77.4199981689453,76.5899963378906,77.2300033569336,74.4428558349609,224500
